9276-5,4.00,2.00,38,104,9276-1,9276-2,9276-3,9276-4
3867-9,8.00,16.00,121,46,3867-8
3867-8,8.00,4.00,121,46,3867-7
3867-1,8.00,8.00,3,76,
3867-3,8.00,4.00,1,144,
3867-2,16.00,16.00,62,76,3867-1,3867-4
3867-5,4.00,2.00,250,65,3867-4
3867-4,8.00,16.00,125,87,3867-3
3867-7,8.00,4.00,120,18,
3867-6,8.00,8.00,3,93,
5156-2,4.00,2.00,1,144,5156-1
5156-3,4.00,2.00,1,144,5156-2
5156-1,1.00,0.50,272,33,
1571-2,8.00,4.00,1,144,1571-1
1571-1,4.00,2.00,1,98,
8849-5,2.00,1.00,1,144,8849-2,8849-4
8011-2,4.00,4.00,32,92,
8011-1,1.00,1.00,1,144,
7399-4,1.00,1.00,15,106,7399-2,7399-3
9625-15,8.00,4.00,6,121,9625-1,9625-2,9625-3,9625-14
9339-11,4.00,4.00,1,120,9339-10
9339-10,4.00,2.00,51,92,9339-2,9339-9
9339-12,1.00,2.00,1,100,9339-11
4173-2,8.00,4.00,12,95,
4173-3,4.00,8.00,1,144,4173-1,4173-2
4173-1,2.00,2.00,1,144,4173-2
4173-4,1.00,0.50,1,144,4173-3
6224-1,4.00,2.00,112,100,
8747-9,8.00,4.00,1,115,8747-8
8747-8,8.00,8.00,1,86,
8747-5,16.00,16.00,1,56,8747-2,8747-3,8747-4
8747-4,16.00,8.00,1,144,
8747-7,8.00,8.00,125,84,8747-6
8747-6,8.00,8.00,125,51,
8747-1,8.00,4.00,1,144,
8747-2,4.00,2.00,1,144,8747-1
6628-11,2.00,1.00,3,127,6628-1,6628-2,6628-4,6628-6,6628-8,6628-10
6628-10,2.00,2.00,9,132,6628-9
9888-2,2.00,2.00,1,144,9888-1
9888-1,8.00,4.00,3,100,
9888-6,8.00,4.00,1,144,9888-5
9888-7,8.00,4.00,1,144,9888-4,9888-6
9888-4,4.00,8.00,1,144,9888-3
9888-5,4.00,4.00,2,87,
9888-8,4.00,4.00,1,144,9888-2,9888-7
9888-9,4.00,2.00,1,144,9888-8
3128-2,3.00,6.00,2,124,3128-1
3128-1,3.00,3.00,250,85,
1029-1,1.00,0.50,58,68,
1029-2,8.00,8.00,1,144,1029-1
7445-1,8.00,4.00,1,144,
7445-3,4.00,2.00,189,64,7445-1,7445-2
7445-2,8.00,16.00,93,77,
7445-4,2.00,1.00,377,24,7445-3
9686-9,4.00,2.00,14,93,
8279-5,1.00,0.50,500,74,
8279-4,4.00,4.00,1,144,8279-3
8279-9,1.00,0.50,500,32,
8279-8,8.00,16.00,1,144,8279-7
8884-4,6.00,6.00,3,76,
8747-10,8.00,4.00,125,12,8747-5,8747-7,8747-9
8862-1,6.00,3.00,35,60,
8862-2,4.80,2.40,30,99,8862-1
681-5,8.00,4.00,1,95,681-2,681-4
681-4,4.00,2.00,1,132,681-3
681-7,1.00,0.50,120,100,681-1,681-6
681-6,2.00,1.00,4,120,681-2,681-5
681-3,8.00,4.00,1,144,
681-2,4.00,4.00,1,128,
681-9,8.00,4.00,1,144,681-8
681-8,1.00,0.50,122,91,681-1,681-7
9114-1,4.00,2.00,1,144,
9114-2,4.00,2.00,47,116,9114-1
9114-3,4.00,2.00,1,144,9114-2
9553-2,4.00,8.00,1,144,9553-1
9553-1,4.00,2.00,125,62,
5197-3,8.00,4.00,1,144,5197-2
5197-2,4.00,4.00,1,144,5197-1
5197-1,2.00,2.00,250,25,
1665-2,4.00,4.00,1,144,1665-1
4497-1,4.00,2.00,55,37,
4497-3,8.00,4.00,1,144,4497-2
4497-2,2.00,1.00,1,144,4497-1
8041-3,8.00,4.00,1,144,8041-2
2817-3,1.00,0.50,424,74,
2817-2,4.00,8.00,34,75,
2817-1,0.80,0.40,44,61,
9836-2,4.00,2.00,1,144,
9836-4,2.00,1.00,1,144,9836-3
2817-5,4.00,2.00,1,144,2817-4
2817-4,8.00,4.00,11,108,2817-1,2817-2,2817-3
7190-6,8.00,4.00,62,112,7190-1,7190-5
7190-7,4.00,4.00,1,119,7190-6
7361-1,4.00,2.00,1,96,
7361-2,4.00,4.00,1,144,7361-1
7190-4,2.00,2.00,9,44,
7190-5,2.00,1.00,25,103,7190-3,7190-4
7190-2,4.00,4.00,125,44,
7190-1,8.00,4.00,62,48,
3894-1,4.00,2.00,1,144,
4365-1,2.00,4.00,250,28,
4365-3,2.00,1.00,1,144,4365-2
4365-2,4.00,2.00,1,144,4365-1
3819-2,1.00,2.00,1,144,3819-1
3819-3,2.00,1.00,1,144,3819-2
3819-1,4.00,2.00,47,32,
172-1,2.60,2.60,204,100,
172-2,4.00,2.00,5,112,
172-3,5.60,2.80,55,101,172-1,172-2
3271-4,8.00,4.00,46,15,3271-1,3271-2,3271-3
6423-2,4.00,4.00,124,78,
6423-3,8.00,4.00,64,98,6423-1,6423-2
2540-4,1.00,0.50,1,137,2540-3
6423-1,8.00,16.00,2,127,
2540-2,3.20,1.60,22,70,
2540-3,4.00,4.00,2,116,2540-1,2540-2
6423-4,8.00,4.00,2,123,
2540-1,4.00,8.00,2,94,
8120-10,2.00,4.00,1,144,8120-9
8120-11,4.00,4.00,125,18,
8120-12,4.00,2.00,1,144,8120-11
8120-13,4.00,8.00,125,17,
8120-14,8.00,4.00,1,144,8120-13
8120-15,8.00,8.00,62,2,
8120-16,2.00,1.00,1,144,8120-15
2864-1,8.00,4.00,1,131,
2864-3,4.00,2.00,21,89,2864-1,2864-2
2864-2,16.00,8.00,4,80,
2864-4,16.00,32.00,5,72,2864-3
7392-2,8.00,4.00,1,144,
7392-3,4.00,2.00,92,72,
7392-1,2.00,2.00,6,117,7392-2,7392-3
7392-6,4.00,4.00,1,144,
7392-7,2.00,4.00,9,25,7392-5,7392-6
7392-4,2.00,2.00,6,137,7392-2,7392-3
7392-5,2.00,4.00,12,76,7392-1,7392-4
8654-1,4.00,2.00,75,96,
8654-2,2.00,1.00,1,122,
8654-3,4.00,8.00,84,81,8654-1,8654-2
5169-1,16.00,16.00,38,96,5169-4,5169-5
5169-2,2.00,2.00,104,71,5169-1
5169-3,2.00,2.00,1,144,5169-2
5169-4,16.00,32.00,15,19,
5169-5,8.00,8.00,72,21,
1356-2,2.00,2.00,7,104,
1356-3,4.00,8.00,1,115,
8979-1,4.00,2.00,1,140,
8979-2,2.00,1.00,99,72,
8979-3,8.00,8.00,31,120,8979-1,8979-2
476-9,1.00,0.50,1,144,476-3
476-8,1.00,0.50,1,144,476-3
476-5,8.00,8.00,1,144,476-3
476-4,2.00,2.00,1,144,476-3
476-7,1.00,0.50,1,144,476-3
476-6,4.00,2.00,1,144,476-3
476-1,4.00,4.00,1,144,
476-3,4.00,2.00,1,119,476-2
476-2,4.00,4.00,46,94,476-1
6858-4,2.00,2.00,79,78,
6858-5,16.00,8.00,10,82,
6858-6,16.00,8.00,10,99,
6858-7,8.00,4.00,93,110,6858-3,6858-4,6858-5,6858-6
6858-1,8.00,4.00,1,144,
6858-2,16.00,16.00,1,124,
6858-3,16.00,16.00,15,56,
6858-8,4.00,2.00,187,84,6858-1,6858-2,6858-7
7562-13,8.00,16.00,2,66,
7562-12,2.00,2.00,39,60,
7562-19,8.00,4.00,13,128,7562-15,7562-17,7562-18
7562-18,2.00,4.00,1,144,
4957-3,1.00,1.00,1,144,4957-2
1591-1,8.00,16.00,3,95,
1591-2,4.00,2.00,1,144,1591-1
3689-13,4.00,2.00,34,128,3689-8,3689-10,3689-11,3689-12
3689-12,2.00,2.00,1,144,
3689-11,8.00,4.00,1,68,
3689-10,2.00,2.00,1,144,3689-9
3689-14,4.00,2.00,12,108,3689-1,3689-2,3689-13
4284-7,1.00,1.00,1,141,
4284-6,1.00,1.00,1,144,4284-7
4284-5,4.00,2.00,1,127,4284-4
4284-4,4.00,2.00,3,90,
4284-3,4.00,4.00,1,129,4284-4
4284-2,8.00,4.00,1,108,4284-4
4284-1,2.00,1.00,2,111,4284-4
4284-9,4.00,2.00,1,131,4284-6,4284-8
4284-8,1.00,2.00,1,132,4284-7
2310-3,1.00,0.50,7,92,
2310-2,2.00,4.00,1,130,
3011-4,3.00,1.50,121,116,3011-2,3011-3
3011-2,6.00,3.00,33,102,3011-1
3011-3,1.50,0.75,175,96,
3011-1,6.00,3.00,16,74,
3172-4,12.00,6.00,1,144,3172-3
3172-5,6.00,3.00,46,63,3172-2,3172-4
3172-2,12.00,12.00,26,104,3172-1
3172-3,6.00,6.00,2,127,
3172-1,6.00,3.00,39,102,
9712-1,16.00,32.00,10,78,
9712-2,4.00,4.00,1,144,
9712-4,8.00,4.00,1,144,
9712-5,8.00,4.00,67,52,9712-3,9712-4
9712-6,8.00,4.00,85,76,9712-1,9712-5
4604-3,4.00,2.00,1,144,4604-2
4604-2,2.00,1.00,1,144,4604-1
4604-1,1.00,0.50,226,43,
4604-4,2.00,1.00,1,144,4604-3
9996-1,8.00,4.00,1,144,
9996-4,2.00,1.00,94,86,9996-1,9996-3
3778-6,16.00,8.00,38,44,3778-2,3778-3,3778-5
3778-4,8.00,4.00,1,144,
3778-5,8.00,8.00,1,144,3778-4
3778-2,8.00,4.00,77,128,3778-1,3778-4
3778-3,16.00,16.00,1,144,3778-4
3778-1,4.00,4.00,1,144,
293-1,2.00,1.00,52,93,
293-2,4.00,8.00,48,84,293-1
293-3,8.00,4.00,2,117,
293-4,8.00,4.00,6,103,293-3
293-5,4.00,2.00,1,119,293-2,293-4
6963-2,8.00,8.00,45,118,6963-1
6963-1,8.00,8.00,21,67,
1895-1,4.00,2.00,86,76,
1895-2,4.00,8.00,4,86,
1895-3,4.00,2.00,2,100,
8613-7,2.00,4.00,1,144,8613-6
8613-6,2.00,2.00,1,144,8613-4
8613-5,4.00,2.00,1,144,8613-4
8613-4,8.00,4.00,3,101,8613-1,8613-2,8613-3
8613-3,4.00,2.00,80,58,
8613-2,4.00,4.00,1,132,
8613-1,2.00,1.00,1,144,
8613-9,4.00,4.00,1,144,8613-8
8613-8,2.00,1.00,1,48,8613-4
1582-1,8.00,16.00,1,65,
1582-2,1.00,1.00,1,144,1582-1
3774-2,1.00,0.50,1,144,3774-1
2929-1,3.20,1.60,21,124,
2929-2,6.40,3.20,1,144,2929-1
18-1,8.00,4.00,7,84,
18-2,4.00,4.00,22,119,
18-3,2.00,4.00,73,108,18-1,18-2
4581-1,4.00,2.00,19,120,
4581-3,1.00,0.50,84,91,
4581-2,2.00,1.00,2,133,
4581-4,4.00,2.00,25,78,4581-2,4581-3
4581-7,1.00,0.50,123,88,4581-6
4581-6,2.00,4.00,75,114,4581-1,4581-5
1033-8,2.00,2.00,1,144,1033-5,1033-6,1033-7
1033-9,2.00,4.00,3,67,
1033-1,4.00,2.00,1,144,
1033-2,4.00,2.00,1,144,
1033-3,4.00,2.00,12,117,
1033-4,8.00,4.00,1,127,1033-1,1033-2,1033-3
1033-5,1.00,0.50,1,144,
1033-6,1.00,0.50,1,135,
1033-7,4.00,2.00,42,90,
2440-3,3.20,6.40,14,134,
2440-2,3.20,1.60,62,68,2440-1
2440-1,0.80,0.80,46,64,
2440-6,3.20,1.60,1,144,2440-2,2440-4,2440-5
2440-5,4.00,4.00,1,144,
2440-4,3.20,1.60,62,95,2440-3
2411-5,2.00,1.00,8,104,2411-7
2411-4,8.00,8.00,1,144,2411-3
2411-7,1.50,0.75,24,93,
2411-6,2.00,1.00,1,144,2411-5
2411-1,8.00,4.00,3,111,2411-7
2411-3,4.00,2.00,4,104,2411-7
2411-2,2.00,1.00,1,144,2411-1
2411-9,4.00,2.00,1,144,2411-8
2411-8,2.00,1.00,16,102,2411-7
9132-1,8.00,16.00,41,109,
9132-2,2.00,2.00,268,115,
9132-4,16.00,8.00,54,102,9132-1,9132-2,9132-3
9132-5,8.00,4.00,109,69,9132-4
9546-2,2.00,4.00,1,144,9546-1
423-3,4.00,4.00,13,125,
8759-3,2.00,1.00,2,108,8759-1,8759-2
423-9,16.00,32.00,62,92,423-8
423-8,8.00,4.00,125,43,
7211-28,2.00,1.00,1,144,7211-27
2947-19,16.00,8.00,9,88,
2947-18,2.00,1.00,500,40,2947-3,2947-12,2947-16,2947-17
2947-11,8.00,8.00,125,46,
2947-10,16.00,16.00,55,77,2947-9
2947-13,8.00,8.00,125,32,
2947-12,2.00,2.00,487,93,2947-10,2947-11
2947-15,2.00,4.00,118,54,
2947-14,4.00,4.00,1,133,
2947-17,4.00,2.00,1,144,
2947-16,4.00,2.00,8,104,2947-15
2990-1,3.00,1.50,1,144,
2990-2,3.00,3.00,250,84,2990-1
2547-2,2.00,1.00,1,136,2547-1
2547-5,4.00,8.00,18,79,
2547-4,4.00,8.00,6,105,2547-2,2547-3
6630-11,4.00,2.00,1,144,6630-10
2547-6,8.00,8.00,59,50,2547-4,2547-5
3682-18,8.00,4.00,53,80,3682-2,3682-17
3682-19,2.00,2.00,212,46,3682-1,3682-18
3682-10,16.00,32.00,8,103,
3682-11,2.00,2.00,6,134,
3682-16,16.00,8.00,24,70,3682-9,3682-10,3682-15
3682-17,16.00,8.00,27,97,3682-3,3682-4,3682-5,3682-6,3682-7,3682-8,3682-11,3682-16
3682-14,4.00,4.00,1,135,
3682-15,8.00,4.00,4,112,3682-13,3682-14
1707-2,8.00,4.00,1,144,1707-1
1707-1,4.00,2.00,1,77,
8473-6,2.00,2.00,7,108,8473-5
8473-5,4.00,2.00,5,113,8473-4
8473-1,1.00,2.00,21,91,
7355-3,4.00,2.00,92,67,
7355-2,4.00,2.00,1,144,
9472-8,8.00,8.00,125,57,9472-7
9472-5,4.00,2.00,250,94,9472-2,9472-4
9472-7,8.00,8.00,125,107,9472-5,9472-6
9472-6,4.00,2.00,250,67,
9472-1,4.00,4.00,24,24,
9472-3,8.00,16.00,125,72,
9472-2,2.00,4.00,16,116,9472-1
7458-4,8.00,16.00,32,97,7458-2,7458-3
7458-3,2.00,2.00,127,102,
8102-3,2.00,1.00,1,144,8102-2
7066-1,4.00,8.00,18,110,
7066-2,16.00,32.00,1,111,7066-1
7066-3,4.00,2.00,18,104,7066-1
7066-4,16.00,32.00,4,91,7066-1
3984-3,1.00,0.50,22,124,3984-2
2522-2,4.00,2.00,15,92,
2522-3,2.00,1.00,3,129,
2522-1,2.00,1.00,70,83,
2522-4,2.00,2.00,103,100,2522-1,2522-2,2522-3
2522-5,8.00,16.00,1,144,2522-4
5133-1,4.00,4.00,94,111,
3816-1,4.00,2.00,5,81,
3816-3,2.00,1.00,500,51,3816-1,3816-2
3816-2,4.00,2.00,1,144,
3816-4,8.00,4.00,125,61,3816-3
3816-7,4.00,2.00,239,67,3816-6
3816-9,8.00,8.00,125,84,3816-3,3816-4,3816-5,3816-8
3816-8,2.00,1.00,483,65,3816-7
4774-3,4.00,4.00,1,144,4774-2
4774-2,2.00,1.00,1,144,4774-1
4774-1,8.00,4.00,62,43,
6048-3,4.00,4.00,1,144,6048-2
6048-2,4.00,2.00,1,132,6048-1
6048-1,8.00,4.00,1,124,
6048-7,4.00,4.00,2,122,6048-6
6048-6,2.00,4.00,105,16,6048-4,6048-5
6048-5,8.00,4.00,30,113,
6048-4,4.00,2.00,1,94,
6048-9,4.00,2.00,1,140,6048-3,6048-8
6048-8,4.00,8.00,1,133,6048-7
3161-2,6.00,6.00,125,21,3161-1
3161-3,3.00,1.50,45,102,3161-2
3161-1,3.00,1.50,1,144,
3161-4,6.00,12.00,1,101,3161-3
5819-29,4.00,2.00,7,109,5819-1,5819-28
5819-28,2.00,4.00,3,136,
5819-23,4.00,4.00,1,144,5819-1
5819-22,4.00,4.00,1,144,5819-1
5819-21,4.00,8.00,1,144,5819-1
5819-20,2.00,1.00,1,144,5819-1
5819-27,2.00,4.00,1,144,5819-1
5819-26,1.00,0.50,1,144,5819-1
5819-25,8.00,8.00,1,144,5819-1
5819-24,4.00,8.00,1,144,5819-1
8000-1,4.00,2.00,81,38,
8000-3,8.00,4.00,1,144,
8000-2,4.00,2.00,12,108,8000-1
8000-5,2.00,1.00,20,111,8000-2,8000-4
8000-4,4.00,4.00,1,115,8000-3
8000-7,4.00,2.00,1,144,8000-6
8000-6,2.00,1.00,3,109,8000-5
9755-8,4.00,2.00,10,80,9755-5,9755-7
2441-6,1.60,1.60,1,144,2441-2,2441-4,2441-5
2441-4,1.60,0.80,124,62,2441-3
2441-5,1.00,1.00,1,144,
2441-2,1.60,0.80,124,96,2441-1
2441-3,3.20,3.20,14,71,
2441-1,6.40,6.40,5,85,
5819-2,4.00,2.00,1,144,5819-1
4857-4,4.00,4.00,1,144,4857-3
4857-1,2.00,1.00,1,144,
4857-3,4.00,2.00,1,144,4857-2
4857-2,2.00,1.00,12,56,4857-1
9945-5,8.00,8.00,1,144,
9525-2,8.00,8.00,1,144,
9525-4,4.00,2.00,28,32,9525-3
5891-8,2.00,4.00,1,144,
5941-8,4.00,4.00,1,144,
5941-9,8.00,4.00,2,132,
5941-2,8.00,8.00,1,127,
5941-4,2.00,4.00,6,135,
5941-5,1.00,1.00,3,132,
2047-1,2.00,2.00,4,67,
2047-2,4.00,8.00,1,144,2047-1
4812-3,2.00,1.00,7,112,4812-1,4812-2
4812-4,4.00,2.00,1,144,4812-3
4812-5,4.00,2.00,1,144,4812-4
4812-6,8.00,8.00,1,144,4812-5
4127-1,4.00,4.00,32,36,
4127-3,2.00,2.00,1,144,4127-2
4127-2,8.00,8.00,1,144,4127-1
6839-13,1.00,1.00,95,120,6839-2,6839-6,6839-12
6839-12,4.00,2.00,11,112,6839-7,6839-10,6839-11
8863-1,5.60,5.60,21,37,
8863-2,5.20,5.20,5,112,8863-1
9633-3,1.00,1.00,429,94,9633-1,9633-2
9633-1,4.00,4.00,13,90,
6118-14,2.00,1.00,250,107,6118-6,6118-13
6118-11,4.00,2.00,125,72,
6118-10,1.00,0.50,173,90,6118-9
6118-13,4.00,8.00,125,118,6118-7,6118-12
6118-12,4.00,2.00,125,120,6118-8,6118-10,6118-11
2128-8,2.00,2.00,3,60,
2128-9,4.00,2.00,35,113,2128-1,2128-3,2128-5,2128-7,2128-8
2128-1,4.00,4.00,21,88,
2128-2,8.00,16.00,1,127,2128-4
2128-3,1.00,1.00,2,134,2128-2
2128-4,4.00,8.00,14,62,
2128-5,2.00,2.00,9,112,2128-4
2128-6,4.00,4.00,2,94,
2128-7,8.00,4.00,1,120,2128-6
9714-3,4.00,2.00,1,122,
8143-4,2.00,1.00,1,144,8143-3
8422-1,8.00,8.00,17,72,
8422-3,2.00,1.00,1,103,
8422-2,2.00,2.00,39,96,8422-1
8422-5,4.00,8.00,4,32,8422-4
8422-4,2.00,1.00,9,116,8422-2,8422-3
5010-4,8.00,4.00,1,144,5010-3
5010-1,8.00,4.00,62,24,
5010-3,2.00,2.00,68,84,5010-2
5010-2,1.00,1.00,1,144,5010-1
7898-1,2.00,1.00,22,126,
1264-2,4.00,8.00,1,144,1264-1
1264-1,4.00,2.00,6,81,
5720-3,4.00,8.00,4,100,5720-1,5720-2
5720-2,4.00,2.00,1,144,
5720-1,1.00,2.00,18,126,
5720-7,1.00,1.00,1,144,5720-6
5720-6,2.00,1.00,33,101,5720-4,5720-5
5720-5,4.00,2.00,125,37,
5720-4,4.00,8.00,4,132,5720-3
4207-4,4.00,2.00,1,144,4207-3
4207-1,1.00,0.50,215,32,
4207-2,2.00,2.00,1,144,4207-1
4207-3,4.00,2.00,1,144,4207-2
9125-1,4.00,4.00,46,24,
9125-2,1.00,2.00,51,106,
2557-10,4.00,2.00,250,50,
1220-10,2.00,1.00,21,93,1220-4,1220-8,1220-9
2557-16,16.00,8.00,62,95,2557-11,2557-15
3142-3,6.00,6.00,68,110,3142-1,3142-2
3142-2,3.00,3.00,82,104,
3142-1,3.00,1.50,2,123,
1011-1,2.00,2.00,166,69,
1011-2,8.00,4.00,1,100,
1011-3,1.00,0.50,1,111,
3584-20,8.00,8.00,125,60,3584-19
3584-21,2.00,2.00,500,69,3584-13,3584-20
3584-22,16.00,16.00,62,32,3584-3,3584-21
7469-3,4.00,2.00,57,100,
7469-2,4.00,4.00,1,118,7469-1
7469-1,2.00,2.00,2,132,
7469-4,1.00,0.50,247,92,7469-2,7469-3
2125-1,4.00,2.00,81,50,
2125-3,4.00,2.00,3,101,
2125-2,8.00,16.00,1,115,
7700-1,1.00,0.50,20,124,
423-10,16.00,8.00,62,40,423-7,423-9
3258-1,2.00,1.00,249,104,
3258-2,4.00,2.00,1,81,3258-1
3711-15,4.00,2.00,1,144,3711-14
3711-14,4.00,4.00,1,91,3711-13
3711-16,4.00,2.00,1,144,3711-15
3711-11,2.00,1.00,1,144,3711-10
3711-10,2.00,1.00,3,81,
3711-13,1.00,0.50,7,86,
3711-12,1.00,2.00,1,144,3711-11
2392-1,4.00,4.00,1,48,2392-6
2392-3,2.00,2.00,1,141,2392-12
2392-2,1.00,0.50,1,144,2392-9
2392-5,4.00,2.00,107,106,
2392-4,1.00,1.00,1,144,
2392-7,4.00,4.00,1,144,2392-6,2392-8
2392-6,2.00,1.00,1,144,
2392-9,4.00,2.00,1,139,
2392-8,8.00,8.00,1,144,
6477-1,1.00,0.50,4,135,
6477-3,4.00,2.00,1,129,6477-2
6477-2,4.00,4.00,4,108,
6477-5,1.00,1.00,10,121,6477-1,6477-3,6477-4
6477-4,1.00,0.50,64,124,
9818-11,2.00,2.00,500,72,9818-2,9818-3,9818-7,9818-10
9818-10,8.00,4.00,1,144,9818-8,9818-9
5721-6,2.00,2.00,18,112,5721-4,5721-5
5721-7,2.00,1.00,1,144,5721-6
5721-4,4.00,2.00,4,120,5721-3
5721-5,4.00,4.00,125,42,
5721-2,4.00,8.00,1,144,
5721-3,4.00,2.00,4,91,5721-1,5721-2
5721-1,2.00,1.00,8,100,
8652-2,8.00,16.00,1,144,
8652-3,4.00,8.00,1,144,8652-2
8652-8,8.00,4.00,11,76,8652-7
9162-5,2.00,1.00,27,120,9162-1,9162-3,9162-4
9162-4,2.00,2.00,8,115,
8177-2,4.00,4.00,1,144,
8177-3,1.00,0.50,1,135,8177-2
8177-1,1.00,0.50,1,144,
8177-4,4.00,8.00,30,104,8177-1,8177-3
9162-2,4.00,8.00,2,84,
5480-2,4.00,2.00,1,144,5480-1
5480-3,8.00,4.00,1,144,5480-2
5480-1,8.00,4.00,39,30,
9162-1,2.00,1.00,1,144,
8494-1,2.00,1.00,30,117,
1066-2,2.00,1.00,1,141,
1066-3,4.00,2.00,1,110,
1066-1,1.00,2.00,281,85,
1080-2,1.00,2.00,1,144,1080-1
1080-1,8.00,4.00,1,144,
7830-1,8.00,4.00,5,124,
4888-1,1.00,0.50,359,80,
4888-3,4.00,2.00,1,144,4888-2
4888-2,4.00,2.00,1,144,4888-1
2463-2,4.80,9.60,98,99,
2463-1,4.00,2.00,1,144,
703-8,8.00,8.00,15,97,703-1,703-7
703-9,4.00,2.00,1,96,703-8
703-6,4.00,4.00,2,105,703-2,703-5
703-7,4.00,4.00,30,94,703-1,703-6
703-4,2.00,4.00,3,60,703-3
703-5,2.00,1.00,3,127,703-2,703-4
703-2,2.00,1.00,2,136,
703-3,2.00,1.00,1,144,
703-1,8.00,4.00,62,72,
506-2,4.00,2.00,1,144,
2963-7,3.00,3.00,6,121,
2963-6,6.00,6.00,55,109,2963-1,2963-5
2963-5,12.00,12.00,6,19,2963-2,2963-4
2963-4,3.00,1.50,1,144,2963-3
2963-3,6.00,6.00,3,94,
2963-2,6.00,12.00,20,115,
2963-1,6.00,12.00,55,62,
2963-8,6.00,3.00,58,103,2963-6,2963-7
8245-2,4.00,2.00,1,144,8245-1
8245-3,1.00,0.50,500,1,
4580-1,4.00,4.00,88,50,
4580-2,4.00,2.00,1,144,4580-1
4580-3,2.00,1.00,1,144,4580-2
8245-5,2.00,1.00,250,76,
4375-2,8.00,4.00,1,144,4375-1
4375-3,2.00,2.00,1,144,4375-2
4375-1,8.00,8.00,27,33,
2029-10,2.00,1.00,8,121,2029-4,2029-8,2029-9
8125-3,2.00,1.00,250,1,
8125-2,8.00,8.00,1,144,8125-1
8125-1,2.00,1.00,250,1,
8125-6,8.00,4.00,1,144,8125-5
8125-5,4.00,2.00,125,73,
8125-9,1.00,2.00,500,31,
8125-8,8.00,4.00,1,144,8125-7
3702-1,4.00,2.00,70,88,
3702-2,8.00,4.00,1,144,3702-1
8682-5,4.00,2.00,1,144,
3530-1,8.00,8.00,39,83,
3530-2,2.00,1.00,1,140,
3530-3,4.00,2.00,80,88,3530-1,3530-2
3530-4,8.00,8.00,40,76,3530-3
3530-5,8.00,16.00,40,76,3530-4
8682-3,2.00,1.00,1,144,8682-2
8682-2,2.00,2.00,1,144,8682-1
8682-9,2.00,1.00,50,99,
8682-8,1.00,1.00,1,132,
9162-3,4.00,8.00,7,112,9162-2
2991-1,4.00,2.00,250,82,
2991-2,16.00,8.00,14,88,
2991-3,8.00,4.00,122,108,2991-1,2991-2
2991-4,8.00,4.00,125,15,2991-3
